r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
12.75,8.700e-01,2.381e+00,3.5e-01,8.350e+00,6.5e-02,1.990e+01,1.2e-01,1.980e-03,6.7e-05
13.25,8.554e-01,0.000e+00,5.2e-01,8.030e+00,6.3e-02,1.768e+01,1.2e-01,1.700e-03,6.7e-05
13.75,8.410e-01,0.000e+00,1.7e+00,7.611e+00,6.2e-02,1.395e+01,1.2e-01,1.321e-03,6.7e-05
14.25,8.269e-01,nan,nan,7.041e+00,5.8e-02,1.203e+01,1.1e-01,1.374e-03,6.7e-05
14.75,8.130e-01,nan,nan,6.517e+00,5.7e-02,1.132e+01,1.1e-01,1.197e-03,6.4e-05
15.25,7.994e-01,nan,nan,5.968e+00,5.6e-02,9.979e+00,1.2e-01,7.286e-04,6.1e-05
15.75,7.859e-01,nan,nan,5.556e+00,5.4e-02,8.849e+00,1.2e-01,4.956e-04,5.9e-05
16.25,7.728e-01,nan,nan,5.208e+00,5.3e-02,7.772e+00,1.2e-01,4.663e-04,5.8e-05
16.75,7.598e-01,nan,nan,5.035e+00,5.2e-02,7.139e+00,1.2e-01,4.401e-04,5.7e-05
17.25,7.470e-01,nan,nan,4.962e+00,5.1e-02,6.621e+00,1.2e-01,4.239e-04,5.8e-05
17.75,7.345e-01,nan,nan,4.879e+00,5.0e-02,5.836e+00,1.1e-01,4.622e-04,5.7e-05
18.25,7.222e-01,nan,nan,4.814e+00,4.9e-02,7.571e+00,1.2e-01,3.901e-04,5.5e-05
18.75,7.100e-01,nan,nan,4.713e+00,4.8e-02,7.509e+00,1.2e-01,3.762e-04,5.2e-05
19.25,6.981e-01,nan,nan,4.552e+00,4.7e-02,4.314e+00,1.1e-01,0.000e+00,5.4e-05
19.75,6.864e-01,nan,nan,4.283e+00,4.6e-02,3.972e+00,1.1e-01,0.000e+00,5.4e-05
20.25,6.749e-01,nan,nan,4.017e+00,4.5e-02,3.200e+00,1.1e-01,0.000e+00,5.4e-05
20.75,6.635e-01,nan,nan,3.722e+00,4.5e-02,4.236e+00,1.1e-01,0.000e+00,4.8e-05
21.25,6.524e-01,nan,nan,3.399e+00,4.3e-02,8.045e+00,1.0e-01,0.000e+00,3.9e-05
21.75,6.414e-01,nan,nan,3.096e+00,4.3e-02,3.228e+00,1.0e-01,0.000e+00,4.6e-05
22.25,6.307e-01,nan,nan,2.838e+00,4.3e-02,2.075e+00,1.0e-01,0.000e+00,4.3e-05
22.75,6.201e-01,nan,nan,2.551e+00,4.2e-02,2.067e+00,9.8e-02,0.000e+00,4.4e-05
23.25,6.097e-01,nan,nan,2.293e+00,4.1e-02,1.867e+00,9.7e-02,0.000e+00,4.5e-05
23.75,5.994e-01,nan,nan,2.092e+00,4.1e-02,1.979e+00,9.3e-02,0.000e+00,4.3e-05
24.25,5.894e-01,nan,nan,1.926e+00,4.0e-02,1.947e+00,9.1e-02,0.000e+00,3.3e-05
24.75,5.795e-01,nan,nan,1.789e+00,4.0e-02,1.636e+00,9.3e-02,0.000e+00,4.2e-05
25.25,5.698e-01,nan,nan,1.689e+00,4.0e-02,1.740e+00,9.2e-02,0.000e+00,4.2e-05
25.75,5.602e-01,nan,nan,1.559e+00,3.9e-02,1.522e+00,9.1e-02,0.000e+00,4.1e-05
26.25,5.508e-01,nan,nan,1.429e+00,3.9e-02,1.467e+00,9.1e-02,0.000e+00,3.9e-05
26.75,5.415e-01,nan,nan,1.279e+00,3.8e-02,1.586e+00,8.9e-02,0.000e+00,3.4e-05
27.25,5.325e-01,nan,nan,1.124e+00,3.8e-02,1.505e+00,8.7e-02,0.000e+00,3.9e-05
27.75,5.235e-01,nan,nan,9.950e-01,3.7e-02,1.078e+00,8.7e-02,0.000e+00,nan
28.25,5.147e-01,nan,nan,8.808e-01,3.6e-02,1.628e+00,8.4e-02,0.000e+00,nan
28.75,5.061e-01,nan,nan,7.894e-01,3.5e-02,7.990e+00,8.5e-02,0.000e+00,2.4e-05
29.25,4.976e-01,nan,nan,7.157e-01,3.4e-02,3.746e+00,8.5e-02,0.000e+00,2.8e-05
29.75,4.892e-01,nan,nan,6.530e-01,3.3e-02,1.493e+00,8.5e-02,0.000e+00,2.5e-05
30.25,4.810e-01,nan,nan,6.100e-01,3.2e-02,1.236e+00,8.5e-02,0.000e+00,3.1e-05
30.75,4.730e-01,nan,nan,5.713e-01,3.1e-02,1.150e+00,8.3e-02,0.000e+00,nan
31.25,4.650e-01,nan,nan,5.475e-01,3.0e-02,1.533e+00,8.1e-02,0.000e+00,2.8e-05
