r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
16.75,9.221e-01,nan,nan,2.233e+00,2.1e-02,6.069e+00,8.6e-02,0.000e+00,3.2e-05
17.25,9.119e-01,nan,nan,2.262e+00,2.1e-02,5.550e+00,8.5e-02,0.000e+00,3.1e-05
17.75,9.018e-01,nan,nan,2.271e+00,2.1e-02,4.987e+00,8.6e-02,0.000e+00,3.0e-05
18.25,8.919e-01,nan,nan,2.282e+00,2.1e-02,4.343e+00,8.4e-02,0.000e+00,2.9e-05
18.75,8.820e-01,nan,nan,2.297e+00,2.0e-02,3.716e+00,8.4e-02,0.000e+00,2.8e-05
19.25,8.723e-01,nan,nan,2.288e+00,2.0e-02,3.394e+00,8.4e-02,0.000e+00,2.8e-05
19.75,8.626e-01,nan,nan,2.295e+00,2.0e-02,3.055e+00,8.2e-02,0.000e+00,3.0e-05
20.25,8.531e-01,nan,nan,2.269e+00,2.0e-02,2.726e+00,8.0e-02,0.000e+00,3.0e-05
20.75,8.437e-01,nan,nan,2.264e+00,2.0e-02,2.494e+00,7.9e-02,0.000e+00,3.2e-05
21.25,8.344e-01,nan,nan,2.238e+00,1.9e-02,2.295e+00,7.8e-02,0.000e+00,3.0e-05
21.75,8.252e-01,nan,nan,2.209e+00,1.9e-02,2.200e+00,7.8e-02,0.000e+00,2.8e-05
22.25,8.160e-01,nan,nan,2.178e+00,1.9e-02,2.001e+00,7.8e-02,0.000e+00,2.6e-05
22.75,8.070e-01,nan,nan,2.155e+00,1.9e-02,1.820e+00,7.6e-02,0.000e+00,2.6e-05
23.25,7.981e-01,nan,nan,2.105e+00,1.9e-02,1.610e+00,7.6e-02,0.000e+00,2.6e-05
23.75,7.893e-01,nan,nan,2.081e+00,1.9e-02,1.451e+00,7.4e-02,0.000e+00,2.6e-05
24.25,7.806e-01,nan,nan,2.044e+00,1.8e-02,1.368e+00,7.4e-02,0.000e+00,2.7e-05
24.75,7.720e-01,nan,nan,2.003e+00,1.8e-02,1.306e+00,7.4e-02,0.000e+00,2.6e-05
25.25,7.634e-01,nan,nan,1.976e+00,1.8e-02,1.231e+00,7.4e-02,0.000e+00,2.6e-05
25.75,7.550e-01,nan,nan,1.930e+00,1.8e-02,1.174e+00,7.3e-02,0.000e+00,2.5e-05
26.25,7.467e-01,nan,nan,1.918e+00,1.8e-02,1.204e+00,7.2e-02,0.000e+00,2.5e-05
26.75,7.384e-01,nan,nan,1.876e+00,1.8e-02,1.088e+00,7.2e-02,0.000e+00,2.4e-05
27.25,7.303e-01,nan,nan,1.851e+00,1.7e-02,1.074e+00,7.2e-02,0.000e+00,2.3e-05
27.75,7.222e-01,nan,nan,1.832e+00,1.7e-02,1.095e+00,7.1e-02,0.000e+00,2.3e-05
28.25,7.142e-01,nan,nan,1.798e+00,1.7e-02,1.045e+00,7.1e-02,0.000e+00,2.3e-05
28.75,7.063e-01,nan,nan,1.794e+00,1.7e-02,8.240e-01,5.6e-02,1.519e-04,2.3e-05
29.25,6.985e-01,nan,nan,1.757e+00,1.7e-02,5.962e-01,4.0e-02,2.650e-04,2.2e-05
29.75,6.908e-01,nan,nan,1.755e+00,1.7e-02,5.939e-01,4.0e-02,3.630e-04,2.4e-05
30.25,6.832e-01,nan,nan,1.723e+00,1.7e-02,5.867e-01,3.9e-02,3.091e-04,2.4e-05
30.75,6.757e-01,nan,nan,1.726e+00,1.6e-02,6.108e-01,4.3e-02,2.087e-04,2.4e-05
31.25,6.682e-01,nan,nan,1.691e+00,1.6e-02,7.857e-01,6.0e-02,1.190e-04,2.4e-05
31.75,6.608e-01,nan,nan,1.689e+00,1.6e-02,9.451e-01,6.7e-02,0.000e+00,2.1e-05
32.25,6.535e-01,nan,nan,1.668e+00,1.6e-02,8.792e-01,6.7e-02,0.000e+00,2.1e-05
32.75,6.463e-01,nan,nan,1.652e+00,1.6e-02,8.493e-01,6.6e-02,0.000e+00,2.0e-05
33.25,6.392e-01,nan,nan,1.636e+00,1.6e-02,8.317e-01,6.5e-02,0.000e+00,2.1e-05
33.75,6.321e-01,nan,nan,1.612e+00,1.6e-02,8.425e-01,6.4e-02,0.000e+00,2.2e-05
34.25,6.251e-01,nan,nan,1.602e+00,1.6e-02,7.847e-01,6.4e-02,0.000e+00,2.4e-05
34.75,6.182e-01,nan,nan,1.584e+00,1.6e-02,7.790e-01,6.3e-02,0.000e+00,2.4e-05
