r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
15.75,8.171e-01,nan,nan,0.000e+00,4.7e-02,1.002e+01,5.3e-02,0.000e+00,2.0e-05
16.25,8.042e-01,nan,nan,0.000e+00,4.3e-02,9.179e+00,5.1e-02,0.000e+00,1.9e-05
16.75,7.916e-01,nan,nan,0.000e+00,4.1e-02,8.312e+00,5.0e-02,0.000e+00,1.8e-05
17.25,7.791e-01,nan,nan,0.000e+00,3.8e-02,7.514e+00,4.9e-02,0.000e+00,2.0e-05
17.75,7.669e-01,nan,nan,0.000e+00,3.5e-02,6.946e+00,4.9e-02,0.000e+00,1.8e-05
18.25,7.548e-01,nan,nan,0.000e+00,3.3e-02,6.446e+00,4.8e-02,0.000e+00,1.9e-05
18.75,7.429e-01,nan,nan,0.000e+00,3.1e-02,5.912e+00,4.7e-02,0.000e+00,1.7e-05
19.25,7.312e-01,nan,nan,0.000e+00,2.9e-02,5.306e+00,4.7e-02,0.000e+00,1.9e-05
19.75,7.197e-01,nan,nan,0.000e+00,2.7e-02,4.919e+00,4.6e-02,0.000e+00,1.7e-05
20.25,7.084e-01,nan,nan,0.000e+00,2.6e-02,4.476e+00,4.6e-02,0.000e+00,1.9e-05
20.75,6.972e-01,nan,nan,0.000e+00,2.4e-02,4.047e+00,4.5e-02,0.000e+00,1.7e-05
21.25,6.863e-01,nan,nan,0.000e+00,2.3e-02,3.728e+00,4.4e-02,0.000e+00,1.9e-05
21.75,6.755e-01,nan,nan,0.000e+00,2.1e-02,3.373e+00,4.3e-02,0.000e+00,1.7e-05
22.25,6.648e-01,nan,nan,0.000e+00,2.0e-02,3.095e+00,4.3e-02,0.000e+00,1.8e-05
22.75,6.544e-01,nan,nan,0.000e+00,1.9e-02,2.770e+00,4.3e-02,0.000e+00,1.8e-05
23.25,6.441e-01,nan,nan,0.000e+00,1.8e-02,2.591e+00,4.3e-02,0.000e+00,1.7e-05
23.75,6.339e-01,nan,nan,0.000e+00,1.8e-02,2.316e+00,4.2e-02,0.000e+00,1.7e-05
24.25,6.240e-01,nan,nan,0.000e+00,1.7e-02,2.056e+00,4.2e-02,0.000e+00,1.7e-05
24.75,6.141e-01,nan,nan,0.000e+00,1.7e-02,1.859e+00,4.2e-02,0.000e+00,1.8e-05
25.25,6.045e-01,nan,nan,0.000e+00,1.7e-02,1.637e+00,4.1e-02,0.000e+00,1.7e-05
25.75,5.950e-01,nan,nan,0.000e+00,1.6e-02,1.414e+00,4.1e-02,0.000e+00,1.8e-05
26.25,5.856e-01,nan,nan,0.000e+00,1.6e-02,1.187e+00,4.1e-02,0.000e+00,1.7e-05
26.75,5.764e-01,nan,nan,0.000e+00,1.6e-02,1.079e+00,4.0e-02,0.000e+00,1.7e-05
27.25,5.673e-01,nan,nan,0.000e+00,1.6e-02,9.662e-01,4.0e-02,0.000e+00,1.6e-05
27.75,5.584e-01,nan,nan,0.000e+00,1.6e-02,8.247e-01,4.0e-02,0.000e+00,1.8e-05
28.25,5.496e-01,nan,nan,0.000e+00,1.6e-02,7.063e-01,3.9e-02,0.000e+00,1.7e-05
28.75,5.410e-01,nan,nan,0.000e+00,1.6e-02,5.541e-01,3.8e-02,0.000e+00,1.7e-05
29.25,5.324e-01,nan,nan,0.000e+00,1.6e-02,4.857e-01,3.8e-02,0.000e+00,1.6e-05
29.75,5.241e-01,nan,nan,0.000e+00,1.6e-02,4.609e-01,3.8e-02,0.000e+00,1.6e-05
30.25,5.158e-01,nan,nan,0.000e+00,1.5e-02,4.589e-01,3.7e-02,0.000e+00,1.5e-05
30.75,5.077e-01,nan,nan,0.000e+00,1.5e-02,3.732e-01,3.7e-02,0.000e+00,1.6e-05
31.25,4.997e-01,nan,nan,0.000e+00,1.5e-02,2.985e-01,3.7e-02,0.000e+00,1.6e-05
