r_gal,Zprime,Sigma_mol,e_Sigma_mol,Sigma_atom,e_Sigma_atom,Sigma_star,e_Sigma_star,Sigma_SFR_FUVW4recal,e_Sigma_SFR_FUVW4recal
41.75,8.806e-01,nan,nan,nan,nan,1.797e+00,5.0e-02,0.000e+00,1.9e-05
42.25,8.760e-01,nan,nan,nan,nan,1.687e+00,4.9e-02,0.000e+00,1.9e-05
42.75,8.715e-01,nan,nan,nan,nan,1.559e+00,4.9e-02,0.000e+00,1.9e-05
43.25,8.669e-01,nan,nan,nan,nan,1.388e+00,4.9e-02,0.000e+00,2.0e-05
43.75,8.624e-01,nan,nan,nan,nan,1.495e+00,4.9e-02,0.000e+00,2.1e-05
44.25,8.580e-01,nan,nan,nan,nan,1.397e+00,4.8e-02,0.000e+00,1.9e-05
44.75,8.535e-01,nan,nan,nan,nan,1.484e+00,4.8e-02,0.000e+00,1.8e-05
45.25,8.491e-01,nan,nan,nan,nan,1.339e+00,4.9e-02,0.000e+00,1.9e-05
45.75,8.446e-01,nan,nan,nan,nan,1.379e+00,4.9e-02,0.000e+00,1.7e-05
46.25,8.403e-01,nan,nan,nan,nan,1.455e+00,4.9e-02,0.000e+00,1.7e-05
46.75,8.359e-01,nan,nan,nan,nan,1.367e+00,4.9e-02,0.000e+00,1.6e-05
47.25,8.315e-01,nan,nan,nan,nan,1.329e+00,4.9e-02,0.000e+00,1.6e-05
47.75,8.272e-01,nan,nan,nan,nan,1.395e+00,4.9e-02,0.000e+00,1.7e-05
48.25,8.229e-01,nan,nan,nan,nan,1.101e+00,4.9e-02,0.000e+00,1.6e-05
48.75,8.186e-01,nan,nan,nan,nan,1.329e+00,4.9e-02,0.000e+00,1.6e-05
49.25,8.144e-01,nan,nan,nan,nan,1.037e+00,4.9e-02,0.000e+00,1.7e-05
49.75,8.101e-01,nan,nan,nan,nan,1.098e+00,4.9e-02,0.000e+00,1.7e-05
50.25,8.059e-01,nan,nan,nan,nan,1.099e+00,5.0e-02,0.000e+00,1.7e-05
50.75,8.017e-01,nan,nan,nan,nan,1.252e+00,5.1e-02,0.000e+00,1.6e-05
51.25,7.976e-01,nan,nan,nan,nan,1.365e+00,5.1e-02,0.000e+00,1.6e-05
